Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity
m20,2019-08-02,BB.F.6.L.20,BB,F,L,6,20,635,7,116,635,7,NA,1,n,0.036,44.45,NA,2019,NA,1,6.844773446,6.425014464,44.45,0.153988154015748
m4,2020-08-01,AK.A.1.U.16,AK,A,U,1,16,147,1.4,23,92,1.4,NA,NA,N,0.002,1.288,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,5,1,0.051056384,1.44360128,1.494657664,0.0341592494587443
m8,2020-08-01,AK.A.1.U.17,AK,A,U,1,17,264,2,41,215,2,NA,NA,N,0.002,4.3,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,4,1,1.143195584,2.011711418,4.3,0.265859438139535
m12,2020-08-01,AK.A.1.U.18,AK,A,U,1,18,314,2.1,39,246,2,NA,NA,N,0,4.92,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,5,0,0,4.740063904,4.92,0
m16,2020-08-01,AK.A.1.U.19,AK,A,U,1,19,331,2.7,61,223,2.7,NA,NA,N,0.002,6.021,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,4,0,0,5.207912966,6.021,0
m20,2020-08-01,AK.A.1.U.20,AK,A,U,1,20,152,1,26,107,1,NA,NA,N,0.014,1.07,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,3,1,1.896906464,0.0089888,1.905895264,0.995283686270811
m4,2020-08-01,AK.A.2.U.16,AK,A,U,2,16,284,3,46,252,2.3,NA,NA,N,0.001,5.796,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,4,1,0.078921664,5.310187533,5.796,0.0136165741890959
m8,2020-08-01,AK.A.2.U.17,AK,A,U,2,17,207,1.8,31,160,1.7,NA,NA,N,0.003,2.72,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,5,0,0,2.382571328,2.72,0
m12,2020-08-01,AK.A.2.U.18,AK,A,U,2,18,338,2,66,259,2,NA,NA,N,0.004,5.18,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,4,1,0.841711232,3.97349904,5.18,0.162492515830116
m16,2020-08-01,AK.A.2.U.19,AK,A,U,2,19,420,1.9,68,342,1.7,NA,NA,N,0.003,5.814,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,4,0,0,6.102298566,6.102298566,0
m20,2020-08-01,AK.A.2.U.20,AK,A,U,2,20,359,2.8,16,251,1.5,NA,NA,N,0.00499999999999989,3.765,"Because we didn't take epifauna samples, we weighed the aboveground wet biomass of the each shoot that we processed for epiphyte and disease scans before scraping for epiphytes",2020,5,1,0.113438656,5.111984493,5.225423149,0.0217089894474305
m4,2020-08-01,AK.A.3.U.16,AK,A,U,3,16,249,2,19,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,5,0,0,2.866348544,2.880371072,0
m8,2020-08-01,AK.A.3.U.17,AK,A,U,3,17,232,2,45,NA,NA,NA,NA,N,0.004,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.917936256,2.437582784,3.35551904,0.273560139298152
m12,2020-08-01,AK.A.3.U.18,AK,A,U,3,18,213,2,24,NA,NA,NA,NA,N,0.001,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.71191296,4.245050688,4.956963648,0.143618757480144
m16,2020-08-01,AK.A.3.U.19,AK,A,U,3,19,209,2,23,NA,NA,NA,NA,N,0.00299999999999989,NA,3rd Blade length/width will be recorded from scans,2020,5,1,0.0832003328,3.766792595,3.8499929278,0.0216105157490622
m20,2020-08-01,AK.A.3.U.20,AK,A,U,3,20,208,2,10,NA,NA,NA,NA,N,0.004,NA,3rd Blade length/width will be recorded from scans,2020,5,0,0,3.457811584,3.457811584,0
m4,2020-08-01,AK.A.4.L.16,AK,A,L,4,16,27,3,55,NA,NA,NA,NA,N,0.004,NA,3rd Blade length/width will be recorded from scans,2020,5,1,0.0548496576,7.427553306,7.4824029636,0.00733048699285908
m8,2020-08-01,AK.A.4.L.17,AK,A,L,4,17,487,4,88,NA,NA,NA,NA,N,0.001,NA,3rd Blade length/width will be recorded from scans,2020,5,1,0.731868096,18.41299949,19.144867586,0.0382279006481711
m12,2020-08-01,AK.A.4.L.18,AK,A,L,4,18,453,3,53,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,4,0,0,13.41878626,13.41878626,0
m16,2020-08-01,AK.A.4.L.19,AK,A,L,4,19,248,3,57,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,5,0,0,5.967304768,5.967304768,0
m20,2020-08-01,AK.A.4.L.20,AK,A,L,4,20,230,3,40,NA,NA,NA,NA,N,0.001,NA,3rd Blade length/width will be recorded from scans,2020,4,0,0,2.495866163,2.495866163,0
m4,2020-08-01,AK.A.5.L.16,AK,A,L,5,16,360,4,49,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,4,0,0,7.975870106,7.975870106,0
m8,2020-08-01,AK.A.5.L.17,AK,A,L,5,17,220,2,17,NA,NA,NA,NA,N,0.001,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.2641089216,1.84450176,2.1086106816,0.125252576924061
m12,2020-08-01,AK.A.5.L.18,AK,A,L,5,18,562,7,63,NA,NA,NA,NA,N,0.003,NA,3rd Blade length/width will be recorded from scans,2020,4,1,1.796231904,24.53676332,26.332995224,0.068212213943779
m16,2020-08-01,AK.A.5.L.19,AK,A,L,5,19,531,4,58,NA,NA,NA,NA,N,0.004,NA,3rd Blade length/width will be recorded from scans,2020,3,0,0,12.4138564,12.4138564,0
m20,2020-08-01,AK.A.5.L.20,AK,A,L,5,20,713,4,72,NA,NA,NA,NA,N,0.00800000000000001,NA,3rd Blade length/width will be recorded from scans,2020,3,1,3.524688256,13.52303836,17.047726616,0.206754151764255
m4,2020-08-01,AK.A.6.L.16,AK,A,L,6,16,412,2,27,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,5,0,0,9.511696474,9.511696474,0
m8,2020-08-01,AK.A.6.L.17,AK,A,L,6,17,318,3,65,NA,NA,NA,NA,N,0.0870000000000001,NA,3rd Blade length/width will be recorded from scans,2020,6,1,0.050876608,7.81448519,7.865361798,0.00646843836388262
m12,2020-08-01,AK.A.6.L.18,AK,A,L,6,18,412,2,75,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.1102386432,7.205583878,7.3158225212,0.0150685234477118
m16,2020-08-01,AK.A.6.L.19,AK,A,L,6,19,210,2,47,NA,NA,NA,NA,N,0.003,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.147955648,3.72848233,3.876437978,0.0381679389273593
m20,2020-08-01,AK.A.6.L.20,AK,A,L,6,20,243,2,50,NA,NA,NA,NA,N,0.002,NA,3rd Blade length/width will be recorded from scans,2020,4,1,0.5342223616,3.847458086,4.3816804476,0.121921798722819
m4,2020-07-24,AK.B.1.U.16,AK,B,U,1,16,941,5,123,NA,NA,NA,NA,N,0.004,NA,NA,2020,6,1,0.140584832,29.75591228,29.896497112,0.00470238474672578
m8,2020-07-24,AK.B.1.U.17,AK,B,U,1,17,1242,5,195,NA,NA,NA,NA,N,0.014,NA,NA,2020,4,1,1.165343987,40.78721933,41.952563317,0.0277776587379055
m12,2020-07-24,AK.B.1.U.18,AK,B,U,1,18,1010,5,113,NA,NA,NA,NA,N,0.019,NA,NA,2020,5,0,0,31.18653373,31.191207906,0
m16,2020-07-24,AK.B.1.U.19,AK,B,U,1,19,1145,6,144,NA,NA,NA,NA,N,0.0169999999999999,NA,NA,2020,6,0,0,41.89632938,41.89632938,0
m20,2020-07-24,AK.B.1.U.20,AK,B,U,1,20,1291,5,142,NA,NA,NA,NA,N,0.012,NA,NA,2020,3,1,0.920093568,19.47730937,20.397402938,0.0451083684916516
m4,2020-07-24,AK.B.2.U.16,AK,B,U,2,16,803,5,16,NA,NA,NA,NA,Y,0.017,NA,NA,2020,5,1,0.060764288,35.90615711,35.966921398,0.00168944923941639
m8,2020-07-24,AK.B.2.U.17,AK,B,U,2,17,869,5,65,NA,NA,NA,NA,N,0.012,NA,NA,2020,5,0,0,38.67824909,38.67824909,0
m12,2020-07-24,AK.B.2.U.18,AK,B,U,2,18,1421,5,120,NA,NA,NA,NA,N,0.015,NA,NA,2020,4,1,3.258619776,63.95072771,67.209347486,0.0484846215279621
m16,2020-07-24,AK.B.2.U.19,AK,B,U,2,19,1290,5,66,NA,NA,NA,NA,N,0.02,NA,NA,2020,5,0,0,56.64209623,56.64209623,0
m20,2020-07-24,AK.B.2.U.20,AK,B,U,2,20,914,5,85,NA,NA,NA,NA,Y,0.02,NA,NA,2020,5,1,0.55820448,31.89657702,32.4547815,0.0171994527216275
m4,2020-07-24,AK.B.3.U.16,AK,B,U,3,16,1691,6,184,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,1,2.855687827,59.31867323,62.174361057,0.0459303124061375
m8,2020-07-24,AK.B.3.U.17,AK,B,U,3,17,946,5,76,NA,NA,NA,NA,Y,0.014,NA,NA,2020,4,1,0.17797824,15.37368846,15.5516667,0.011444319341026
m12,2020-07-24,AK.B.3.U.18,AK,B,U,3,18,1302,5,174,NA,NA,NA,NA,N,0.004,NA,NA,2020,5,0,0,42.74595076,42.74595076,0
m16,2020-07-24,AK.B.3.U.19,AK,B,U,3,19,1272,5,255,NA,NA,NA,NA,Y,0.00499999999999989,NA,NA,2020,4,0,0,36.90227795,36.90227795,0
m20,2020-07-24,AK.B.3.U.20,AK,B,U,3,20,1279,5,139,NA,NA,NA,NA,N,0.00700000000000001,NA,NA,2020,5,1,0.0714429824,40.0497602,40.1212031824,0.00178067896107712
m4,2020-07-24,AK.B.4.L.16,AK,B,L,4,16,277,3,44,NA,NA,NA,NA,N,-0.0960000000000001,NA,NA,2020,4,0,0,3.979431648,3.979431648,0
m8,2020-07-24,AK.B.4.L.17,AK,B,L,4,17,615,3,106,NA,NA,NA,NA,Y,0.00900000000000001,NA,NA,2020,5,0,0,15.73271911,15.73271911,0
m12,2020-07-24,AK.B.4.L.18,AK,B,L,4,18,823,5,57,NA,NA,NA,NA,N,0.012,NA,NA,2020,5,1,1.075420032,35.78015211,36.855572142,0.029179306397864
m16,2020-07-24,AK.B.4.L.19,AK,B,L,4,19,1259,7,110,NA,NA,NA,NA,Y,0.00999999999999995,NA,NA,2020,5,1,0.1389308928,87.18596672,87.3248976128,0.00159096542450037
m20,2020-07-24,AK.B.4.L.20,AK,B,L,4,20,1580,6,55,NA,NA,NA,NA,N,0.016,NA,NA,2020,4,0,0,71.72950939,71.72950939,0
m4,2020-07-24,AK.B.5.L.16,AK,B,L,5,16,1304,7,42,NA,NA,NA,NA,N,0.092,NA,NA,2020,5,NA,NA,NA,NA,NA
m8,2020-07-24,AK.B.5.L.17,AK,B,L,5,17,1263,6,98,NA,NA,NA,NA,N,0.034,NA,NA,2020,5,0,0,58.49786995,58.49786995,0
m12,2020-07-24,AK.B.5.L.18,AK,B,L,5,18,1178,6,85,NA,NA,NA,NA,N,0.0369999999999999,NA,NA,2020,5,0,0,62.37740007,62.37740007,0
m16,2020-07-24,AK.B.5.L.19,AK,B,L,5,19,746,5,74,NA,NA,NA,NA,N,0.021,NA,NA,2020,4,1,0.02337088,29.56414522,29.5875161,7.8988989548872e-4
m20,2020-07-24,AK.B.5.L.20,AK,B,L,5,20,856,5,68,NA,NA,NA,NA,N,0.014,NA,NA,2020,3,0,0,41.89884625,41.89884625,0
m4,2020-07-24,AK.B.6.L.16,AK,B,L,6,16,1540,6,37,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,0,0,86.64210836,86.64210836,0
m8,2020-07-24,AK.B.6.L.17,AK,B,L,6,17,930,4,94,NA,NA,NA,NA,N,0.005,NA,NA,2020,4,0,0,37.87918073,37.87918073,0
m12,2020-07-24,AK.B.6.L.18,AK,B,L,6,18,470,4,174,NA,NA,NA,NA,Y,0.00800000000000001,NA,NA,2020,4,1,0.296091072,19.10218877,19.398279842,0.0152637797996357
m16,2020-07-24,AK.B.6.L.19,AK,B,L,6,19,1387,5,43,NA,NA,NA,NA,N,0.01,NA,NA,2020,6,0,0,70.38217816,70.384515248,0
m20,2020-07-24,AK.B.6.L.20,AK,B,L,6,20,1170,4,49,NA,NA,NA,NA,N,0.027,NA,NA,2020,6,0,0,50.88307994,50.8898574952,0
m4,2020-08-02,AK.C.1.U.16,AK,C,U,1,16,759,4,63,NA,NA,NA,NA,N,0.00178,NA,NA,2020,5,0,0,18.97296578,18.97296578,0
m8,2020-08-02,AK.C.1.U.17,AK,C,U,1,17,991,4,136,NA,NA,NA,NA,N,0.00370000000000004,NA,NA,2020,4,1,0.6965780672,18.20722788,18.9038059472,0.0368485620909146
m12,2020-08-02,AK.C.1.U.18,AK,C,U,1,18,1218,4.5,66,NA,NA,NA,NA,N,0.00409000000000004,NA,NA,2020,4,1,0.9932624,24.57651179,25.56977419,0.0388451768333743
m16,2020-08-02,AK.C.1.U.19,AK,C,U,1,19,811,4,49,NA,NA,NA,NA,N,NA,NA,Drop negative epiphyte value,2020,4,1,1.257802784,19.11702029,20.374823074,0.0617331880346516
m20,2020-08-02,AK.C.1.U.20,AK,C,U,1,20,605,3,98,NA,NA,NA,NA,N,0.00426000000000004,NA,NA,2020,4,0,0,9.460316493,9.460316493,0
m4,2020-08-02,AK.C.2.U.16,AK,C,U,2,16,545,4,71,NA,NA,NA,NA,N,0.002,NA,NA,2020,6,0,0,14.44699711,14.44699711,0
m8,2020-08-02,AK.C.2.U.17,AK,C,U,2,17,515,4,103,NA,NA,NA,NA,N,0.023,NA,NA,2020,7,1,0.041887808,17.41606966,17.457957468,0.00239935330789866
m12,2020-08-02,AK.C.2.U.18,AK,C,U,2,18,679,4,57,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,0,0,22.409402,22.409402,0
m16,2020-08-02,AK.C.2.U.19,AK,C,U,2,19,678,4,35,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,0,0,25.50807507,25.50807507,0
m20,2020-08-02,AK.C.2.U.20,AK,C,U,2,20,565,4,10,NA,NA,NA,NA,N,0.0369999999999999,NA,NA,2020,5,0,0,15.35001196,15.35001196,0
m4,2020-08-02,AK.C.3.U.16,AK,C,U,3,16,806,6,103,NA,NA,NA,NA,N,0.001,NA,NA,2020,5,0,0,30.95467663,30.973373334,0
m8,2020-08-02,AK.C.3.U.17,AK,C,U,3,17,885,6,83,NA,NA,NA,NA,N,0.004,NA,NA,2020,7,0,0,46.69899129,46.69899129,0
m12,2020-08-02,AK.C.3.U.18,AK,C,U,3,18,625,4,91,NA,NA,NA,NA,N,NA,NA,Drop negative epiphyte value,2020,5,0,0,17.99029219,17.99029219,0
m16,2020-08-02,AK.C.3.U.19,AK,C,U,3,19,754,5,122,NA,NA,NA,NA,N,0.002,NA,NA,2020,4,0,0,37.16737564,37.16737564,0
m20,2020-08-02,AK.C.3.U.20,AK,C,U,3,20,971,6,50,NA,NA,NA,NA,Y,0,NA,NA,2020,5,1,0.6926409728,27.21350211,27.9061430828,0.0248203763144507
m4,2020-08-02,AK.C.4.L.16,AK,C,L,4,16,580,4,62,NA,NA,NA,NA,N,0.005,NA,NA,2020,4,1,0.0808992,16.45212873,16.53302793,0.0048931871610284
m8,2020-08-02,AK.C.4.L.17,AK,C,L,4,17,713,5,32,NA,NA,NA,NA,N,0.003,NA,NA,2020,5,1,0.05303392,26.78313635,26.83617027,0.00197621044532149
m12,2020-08-02,AK.C.4.L.18,AK,C,L,4,18,675,6,107,NA,NA,NA,NA,N,0.001,NA,NA,2020,4,1,0.271102208,22.29067793,22.561780138,0.0120159937000446
m16,2020-08-02,AK.C.4.L.19,AK,C,L,4,19,686,5,93,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,1,0.4532512512,24.83968588,25.2929371312,0.0179200718702176
m20,2020-08-02,AK.C.4.L.20,AK,C,L,4,20,722,6,80,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,0,0,39.05872702,39.05872702,0
m4,2020-08-02,AK.C.5.L.16,AK,C,L,5,16,678,4,40,NA,NA,NA,NA,N,0.002,NA,NA,2020,4,1,0.368361024,13.9079208,14.276281824,0.0258023082299163
m8,2020-08-02,AK.C.5.L.17,AK,C,L,5,17,646,4,100,NA,NA,NA,NA,N,0.001,NA,NA,2020,4,1,0.0401979136,18.0951735,18.1353714136,0.0022165475789404
m12,2020-08-02,AK.C.5.L.18,AK,C,L,5,18,998,5,54,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,1,0.03235968,42.04459065,42.07695033,7.6905953844588e-4
m16,2020-08-02,AK.C.5.L.19,AK,C,L,5,19,869,5,50,NA,NA,NA,NA,N,0.001,NA,NA,2020,5,0,0,31.69109306,31.69109306,0
m20,2020-08-02,AK.C.5.L.20,AK,C,L,5,20,958,6,51,NA,NA,NA,NA,N,0.028,NA,NA,2020,5,0,0,50.92805989,50.92805989,0
m4,2020-08-02,AK.C.6.L.16,AK,C,L,6,16,1024,6.8,163,NA,NA,NA,NA,N,0.013,NA,NA,2020,7,0,0,50.89122379,50.89122379,0
m8,2020-08-02,AK.C.6.L.17,AK,C,L,6,17,906,6.1,160,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,0,0,31.7771698,31.7771698,0
m12,2020-08-02,AK.C.6.L.18,AK,C,L,6,18,1182,6,199,NA,NA,NA,NA,N,0.00799999999999995,NA,NA,2020,5,1,0.208719936,33.99857195,34.207291886,0.00610162116006098
m16,2020-08-02,AK.C.6.L.19,AK,C,L,6,19,678,4.9,128,NA,NA,NA,NA,N,0.003,NA,NA,2020,4,0,0,18.71980522,18.71980522,0
m20,2020-08-02,AK.C.6.L.20,AK,C,L,6,20,523,4.8,57,NA,NA,NA,NA,N,0.016,NA,NA,2020,5,0,0,13.8132148,13.8132148,0
m4,2020-07-21,AK.D.1.U.16,AK,D,U,1,16,472,5,75,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,0,0,13.67568616,13.67568616,0
m8,2020-07-21,AK.D.1.U.17,AK,D,U,1,17,548,3,74,NA,NA,NA,NA,N,0.00499999999999995,NA,NA,2020,5,0,0,11.44297611,11.44297611,0
m12,2020-07-21,AK.D.1.U.18,AK,D,U,1,18,335,4,44,NA,NA,NA,NA,N,0.001,NA,NA,2020,4,0,0,14.9020641,14.9020641,0
m16,2020-07-21,AK.D.1.U.19,AK,D,U,1,19,450,4,52,NA,NA,NA,NA,N,0.0639999999999999,NA,NA,2020,4,0,0,15.10346716,15.10346716,0
m20,2020-07-21,AK.D.1.U.20,AK,D,U,1,20,536,3,54,NA,NA,NA,NA,N,0.125,NA,NA,2020,5,0,0,10.61201548,10.61201548,0
m4,2020-07-21,AK.D.2.U.16,AK,D,U,2,16,610,5,52,NA,NA,NA,NA,N,0.003,NA,NA,2020,6,0,0,33.50185086,33.50185086,0
m8,2020-07-21,AK.D.2.U.17,AK,D,U,2,17,675,5,20,NA,NA,NA,NA,Y,0.004,NA,NA,2020,6,1,0.0904992384,32.38418347,32.4746827084,0.00278676282113732
m12,2020-07-21,AK.D.2.U.18,AK,D,U,2,18,304,4,32,NA,NA,NA,NA,N,0.001,NA,NA,2020,5,0,0,7.364955302,7.364955302,0
m16,2020-07-21,AK.D.2.U.19,AK,D,U,2,19,425,5,94,NA,NA,NA,NA,N,0.003,NA,NA,2020,4,1,0.0719104,25.08283292,25.15474332,0.0028587212791325
m20,2020-07-21,AK.D.2.U.20,AK,D,U,2,20,543,5,32,NA,NA,NA,NA,N,0.012,NA,NA,2020,5,0,0,26.09856732,26.09856732,0
m4,2020-07-21,AK.D.3.U.16,AK,D,U,3,16,200,3,94,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,0,0,3.589173907,3.589173907,0
m8,2020-07-21,AK.D.3.U.17,AK,D,U,3,17,548,5,46,NA,NA,NA,NA,N,0.011,NA,NA,2020,4,0,0,21.95003836,21.95003836,0
m12,2020-07-21,AK.D.3.U.18,AK,D,U,3,18,705,4,18,NA,NA,NA,NA,N,NA,NA,Drop negative epiphyte value,2020,5,1,0.041887808,17.19582609,17.237713898,0.00243000946922898
m16,2020-07-21,AK.D.3.U.19,AK,D,U,3,19,559,6,42,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,1,0.424630912,50.02484729,50.449478202,0.00841695349751241
m20,2020-07-21,AK.D.3.U.20,AK,D,U,3,20,775,5,80,NA,NA,NA,NA,N,0.0069999999999999,NA,NA,2020,5,1,2.969162438,25.29649669,28.265659128,0.105044868211078
m4,2020-07-21,AK.D.4.L.16,AK,D,L,4,16,559,4,22,NA,NA,NA,NA,N,0.005,NA,NA,2020,5,0,0,21.5589177,21.5589177,0
m8,2020-07-21,AK.D.4.L.17,AK,D,L,4,17,785,6,33,NA,NA,NA,NA,N,0.017,NA,NA,2020,7,1,1.226341984,23.40910038,24.635442364,0.0497795804061576
m12,2020-07-21,AK.D.4.L.18,AK,D,L,4,18,666,6,29,NA,NA,NA,NA,N,0.173,NA,NA,2020,5,0,0,32.73102531,32.740373662,0
m16,2020-07-21,AK.D.4.L.19,AK,D,L,4,19,760,5,38,NA,NA,NA,NA,N,NA,NA,"Likely a recording error, drop the epiphyte value",2020,6,1,0.620406976,28.69588108,29.316288056,0.0211625351345606
m20,2020-07-21,AK.D.4.L.20,AK,D,L,4,20,615,5,42,NA,NA,NA,NA,N,0.027,NA,NA,2020,5,0,0,30.90761127,30.90761127,0
m4,2020-07-21,AK.D.5.L.16,AK,D,L,5,16,805,6,43,NA,NA,NA,NA,N,0.018,NA,NA,2020,5,1,0.046382208,44.93233254,44.978714748,0.0010312034983628
m8,2020-07-21,AK.D.5.L.17,AK,D,L,5,17,805,7,73,NA,NA,NA,NA,N,0.011,NA,NA,2020,5,1,0.054562016,38.64155681,38.696118826,0.00141001262285094
m12,2020-07-21,AK.D.5.L.18,AK,D,L,5,18,795,5,55,NA,NA,NA,NA,N,0.00900000000000001,NA,NA,2020,5,1,0.70382304,39.01376504,39.71758808,0.0177206893475592
m16,2020-07-21,AK.D.5.L.19,AK,D,L,5,19,914,6,102,NA,NA,NA,NA,N,0.00600000000000001,NA,NA,2020,6,0,0,56.24017103,56.24017103,0
m20,2020-07-21,AK.D.5.L.20,AK,D,L,5,20,795,6,54,NA,NA,NA,NA,N,0.0229999999999999,NA,NA,2020,5,0,0,49.4733125,49.4733125,0
m4,2020-07-21,AK.D.6.L.16,AK,D,L,6,16,554,4,42,NA,NA,NA,NA,N,0.004,NA,NA,2020,4,0,0,14.83907059,14.845902078,0
m8,2020-07-21,AK.D.6.L.17,AK,D,L,6,17,810,5,65,NA,NA,NA,NA,N,0.0149999999999999,NA,NA,2020,5,1,0.05438224,38.01694308,38.07132532,0.0014284304405718
m12,2020-07-21,AK.D.6.L.18,AK,D,L,6,18,511,5,140,NA,NA,NA,NA,N,0.00700000000000001,NA,NA,2020,4,0,0,40.1875585,40.192232676,0
m16,2020-07-21,AK.D.6.L.19,AK,D,L,6,19,450,4,50,NA,NA,NA,NA,N,0.004,NA,NA,2020,4,0,0,18.39205559,18.39205559,0
m20,2020-07-21,AK.D.6.L.20,AK,D,L,6,20,506,5,173,NA,NA,NA,NA,N,0.00800000000000001,NA,NA,2020,5,1,0.155865792,37.60487851,37.760744302,0.00412772033181943
m4,2020-07-19,AK.E.1.U.16,AK,E,U,1,16,99,4,18,NA,NA,NA,NA,Y,9.9999999999989e-4,NA,NA,2020,6,1,0.143641024,7.875644986,8.01928601,0.0179119467519777
m8,2020-07-19,AK.E.1.U.17,AK,E,U,1,17,185,3,20,NA,NA,NA,NA,N,0.004,NA,NA,2020,5,1,0.639463232,5.128649728,5.76811296,0.110861773414368
m12,2020-07-19,AK.E.1.U.18,AK,E,U,1,18,306,4,41,NA,NA,NA,NA,N,0.00900000000000001,NA,NA,2020,6,1,0.9444711936,8.98520448,9.9296756736,0.0951160163378813
m16,2020-07-19,AK.E.1.U.19,AK,E,U,1,19,336,5,21,NA,NA,NA,NA,N,0.005,NA,NA,2020,6,1,2.365294854,10.53264438,12.897939234,0.183385485935993
m20,2020-07-19,AK.E.1.U.20,AK,E,U,1,20,365,5,35,NA,NA,NA,NA,N,0.00900000000000001,NA,NA,2020,7,0,0,14.83678744,14.83678744,0
m4,2020-07-19,AK.E.2.U.16,AK,E,U,2,16,236,3,29,NA,NA,NA,NA,N,0.01,NA,NA,2020,6,0,0,6.712602131,6.712602131,0
m8,2020-07-19,AK.E.2.U.17,AK,E,U,2,17,309,4,15,NA,NA,NA,NA,N,0.002,NA,NA,2020,7,0,0,9.119083667,9.119083667,0
m12,2020-07-19,AK.E.2.U.18,AK,E,U,2,18,141,3,32,NA,NA,NA,NA,N,0.01,NA,NA,2020,4,0,0,3.837498496,3.837498496,0
m16,2020-07-19,AK.E.2.U.19,AK,E,U,2,19,198,4,25,NA,NA,NA,NA,Y,0.002,NA,NA,2020,4,0,0,5.351607923,5.351607923,0
m20,2020-07-19,AK.E.2.U.20,AK,E,U,2,20,197,3,4,NA,NA,NA,NA,N,0.00700000000000001,NA,NA,2020,7,0,0,5.37807095,5.37807095,0
m4,2020-07-19,AK.E.3.U.16,AK,E,U,3,16,200,4,18,NA,NA,NA,NA,N,0.002,NA,NA,2020,5,0,0,6.097588435,6.097588435,0
m8,2020-07-19,AK.E.3.U.17,AK,E,U,3,17,285,5,48,NA,NA,NA,NA,N,0.004,NA,NA,2020,6,0,0,12.43053961,12.43053961,0
m12,2020-07-19,AK.E.3.U.18,AK,E,U,3,18,370,5,58,NA,NA,NA,NA,N,0.00600000000000001,NA,NA,2020,7,0,0,13.42078177,13.42078177,0
m16,2020-07-19,AK.E.3.U.19,AK,E,U,3,19,268,4,14,NA,NA,NA,NA,Y,0.005,NA,NA,2020,6,0,0,7.951366637,7.951366637,0
m20,2020-07-19,AK.E.3.U.20,AK,E,U,3,20,310,4,26,NA,NA,NA,NA,N,0.00700000000000001,NA,NA,2020,5,0,0,9.475885094,9.475885094,0
m4,2020-07-19,AK.E.4.L.16,AK,E,L,4,16,683,5,60,NA,NA,NA,NA,N,0.004,NA,NA,2020,5,0,0,24.81234195,24.81234195,0
m8,2020-07-19,AK.E.4.L.17,AK,E,L,4,17,584,6,41,NA,NA,NA,NA,N,0.004,NA,NA,2020,6,0,0,34.25471679,34.273233718,0
m12,2020-07-19,AK.E.4.L.18,AK,E,L,4,18,370,4,38,NA,NA,NA,NA,N,0.002,NA,NA,2020,6,0,0,15.56189596,15.56189596,0
m16,2020-07-19,AK.E.4.L.19,AK,E,L,4,19,434,4,19,NA,NA,NA,NA,N,0.003,NA,NA,2020,5,1,0.210877248,13.18576061,13.396637858,0.015741057587376
m20,2020-07-19,AK.E.4.L.20,AK,E,L,4,20,469,4,32,NA,NA,NA,NA,N,0.01,NA,NA,2020,5,1,0.1875243456,19.21296674,19.4004910856,0.00966595870035423
